,ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,date,week_day,day,month
193695,164026805,04/21/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 12005H3,F,K,94,97.0,25-44,M,BLACK,997580.0,207756.0,40.736917049000056,-73.95190079599996,2017-04-21,4,21,4
193859,164009529,04/21/2017,139.0,"MURDER,UNCLASSIFIED",101.0,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,K,90,0.0,18-24,M,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-04-21,4,21,4
194428,163982265,04/20/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200502,F,K,90,2.0,25-44,F,BLACK,993850.0,195755.0,40.70398202800004,-73.96537742999998,2017-04-20,3,20,4
195489,163932565,04/19/2017,515.0,"CONTROLLED SUBSTANCE,SALE 3",117.0,DANGEROUS DRUGS,PL 2203901,F,K,90,0.0,25-44,M,BLACK,999701.0,195491.0,40.70324912900003,-73.94427542599993,2017-04-19,2,19,4
195506,163942912,04/19/2017,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113.0,FORGERY,PL 1704001,F,K,90,1.0,45-64,M,WHITE HISPANIC,995921.0,197378.0,40.70843429200004,-73.95790520999998,2017-04-19,2,19,4
195546,163934408,04/19/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,K,94,0.0,45-64,M,BLACK,1001625.0,201976.0,40.721045341000035,-73.93731953899999,2017-04-19,2,19,4
195599,163927305,04/19/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,94,0.0,45-64,M,BLACK HISPANIC,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-04-19,2,19,4
195883,163911132,04/19/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,2.0,18-24,M,WHITE HISPANIC,1000600.0,196000.0,40.70464459900006,-73.94103183099996,2017-04-19,2,19,4
195890,163915128,04/19/2017,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND",121.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450502,F,K,94,1.0,18-24,M,BLACK HISPANIC,995969.0,200806.0,40.71784327200004,-73.957726112,2017-04-19,2,19,4
196081,163948054,04/19/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,90,0.0,25-44,M,WHITE HISPANIC,1000249.0,198744.0,40.71217687100005,-73.94229126399993,2017-04-19,2,19,4
196264,163944655,04/19/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1600500,F,K,90,0.0,25-44,M,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-04-19,2,19,4
196359,163951036,04/19/2017,570.0,"MARIJUANA, SALE 1, 2 & 3",117.0,DANGEROUS DRUGS,PL 2214500,F,K,90,0.0,25-44,F,WHITE,999701.0,199336.0,40.71380274400008,-73.94426660299997,2017-04-19,2,19,4
196426,163921182,04/19/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,90,2.0,18-24,F,BLACK,1000296.0,196484.0,40.705973622000045,-73.94212711599994,2017-04-19,2,19,4
196629,163902482,04/18/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1600500,F,K,90,2.0,25-44,M,WHITE HISPANIC,1000194.0,195423.0,40.70306161000008,-73.94249751899997,2017-04-18,1,18,4
196684,163891175,04/18/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,94,0.0,25-44,M,BLACK,1001685.0,201032.0,40.71845417000004,-73.93710552899995,2017-04-18,1,18,4
196927,163904106,04/18/2017,515.0,"CONTROLLED SUBSTANCE,SALE 3",117.0,DANGEROUS DRUGS,PL 2203901,F,K,94,0.0,25-44,M,WHITE,996878.0,205698.0,40.731269376000064,-73.95443778999999,2017-04-18,1,18,4
197051,163905788,04/18/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,94,0.0,18-24,M,WHITE,997928.0,205436.0,40.730548688000056,-73.95064977099996,2017-04-18,1,18,4
197137,163902477,04/18/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,45-64,M,WHITE HISPANIC,999748.0,195107.0,40.70219505700004,-73.94410679699999,2017-04-18,1,18,4
197161,163909467,04/18/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200508,F,K,90,0.0,25-44,M,BLACK HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-04-18,1,18,4
197580,163871792,04/17/2017,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113.0,FORGERY,PL 1701003,F,K,90,0.0,25-44,M,BLACK,1001936.0,195643.0,40.70366214800004,-73.93621421299997,2017-04-17,0,17,4
198312,163840121,04/16/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,18-24,M,BLACK,1000852.0,194727.0,40.70115004400003,-73.94012608099996,2017-04-16,6,16,4
198594,163827880,04/16/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200501,F,K,90,0.0,18-24,M,WHITE HISPANIC,994587.0,197974.0,40.71007183000006,-73.96271591099996,2017-04-16,6,16,4
199017,163806847,04/15/2017,792.0,WEAPONS POSSESSION 1 & 2,118.0,DANGEROUS WEAPONS,PL 265031B,F,K,90,0.0,<18,M,WHITE HISPANIC,1001527.0,198385.0,40.711189098000034,-73.93768229899997,2017-04-15,5,15,4
199119,163815112,04/15/2017,792.0,WEAPONS POSSESSION 1 & 2,118.0,DANGEROUS WEAPONS,PL 265101B,F,K,90,0.0,25-44,M,WHITE,995062.0,198386.0,40.71120210400005,-73.96100192499993,2017-04-15,5,15,4
199130,163824150,04/15/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 160102A,F,K,90,0.0,45-64,M,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-04-15,5,15,4
199211,163820401,04/15/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553001,F,K,94,0.0,25-44,M,BLACK,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-04-15,5,15,4
199339,163825178,04/15/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,25-44,M,WHITE HISPANIC,1001897.0,200425.0,40.71678768100002,-73.93634233899995,2017-04-15,5,15,4
199344,163825188,04/15/2017,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND",121.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450501,F,K,90,0.0,25-44,F,WHITE,995351.0,199828.0,40.71515969300003,-73.95995710799998,2017-04-15,5,15,4
199509,163805046,04/14/2017,180.0,COURSE OF SEXUAL CONDUCT AGAINST A CHILD,116.0,SEX CRIMES,PL 130751B,F,K,90,0.0,45-64,M,WHITE,997843.0,196573.0,40.706222013000044,-73.95097435599996,2017-04-14,4,14,4
199555,163805039,04/14/2017,793.0,WEAPONS POSSESSION 3,118.0,DANGEROUS WEAPONS,PL 2650201,F,K,90,2.0,25-44,M,BLACK,999701.0,195491.0,40.70324912900003,-73.94427542599993,2017-04-14,4,14,4
199625,163775901,04/14/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,18-24,M,WHITE HISPANIC,995958.0,198402.0,40.71124488000004,-73.95776997399997,2017-04-14,4,14,4
199732,163805048,04/14/2017,793.0,WEAPONS POSSESSION 3,118.0,DANGEROUS WEAPONS,PL 2650208,F,K,90,2.0,18-24,F,BLACK,999701.0,195491.0,40.70324912900003,-73.94427542599993,2017-04-14,4,14,4
199746,163798041,04/14/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,K,90,0.0,25-44,F,WHITE,1000955.0,199379.0,40.713918490000026,-73.93974306899997,2017-04-14,4,14,4
199747,163798039,04/14/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,K,90,0.0,45-64,M,BLACK,1000955.0,199379.0,40.713918490000026,-73.93974306899997,2017-04-14,4,14,4
200090,163805042,04/14/2017,793.0,WEAPONS POSSESSION 3,118.0,DANGEROUS WEAPONS,PL 2650201,F,K,90,2.0,18-24,M,BLACK,999701.0,195491.0,40.70324912900003,-73.94427542599993,2017-04-14,4,14,4
200206,163796651,04/14/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1601504,F,K,90,0.0,<18,M,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-04-14,4,14,4
200219,163805050,04/14/2017,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113.0,FORGERY,PL 1703000,F,K,90,0.0,25-44,M,BLACK HISPANIC,1000011.0,194520.0,40.70058341500004,-73.94315964299993,2017-04-14,4,14,4
200290,163770618,04/13/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200502,F,K,90,0.0,25-44,M,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-04-13,3,13,4
201133,163774666,04/13/2017,461.0,UNAUTHORIZED USE VEHICLE 2,126.0,MISCELLANEOUS PENAL LAW,PL 1650800,F,K,90,0.0,25-44,M,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-04-13,3,13,4
201232,163762370,04/13/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,94,0.0,45-64,F,BLACK,1000284.0,199940.0,40.715459542000076,-73.94216216699994,2017-04-13,3,13,4
201337,163703945,04/12/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200502,F,K,90,0.0,18-24,M,WHITE HISPANIC,1000753.0,194835.0,40.70144666400005,-73.94048285999997,2017-04-12,2,12,4
201503,163719839,04/12/2017,139.0,"MURDER,UNCLASSIFIED",101.0,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,K,90,0.0,25-44,M,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-04-12,2,12,4
201734,163714911,04/12/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,94,0.0,45-64,M,WHITE,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-04-12,2,12,4
201766,163716479,04/12/2017,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,90,0.0,<18,M,BLACK HISPANIC,1001417.0,199356.0,40.713854476000044,-73.93807659799995,2017-04-12,2,12,4
201975,163704927,04/12/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 160102A,F,K,94,0.0,45-64,M,BLACK,997283.0,204370.0,40.727623753000046,-73.95297906399995,2017-04-12,2,12,4
202165,163719837,04/12/2017,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND",121.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450502,F,K,94,0.0,45-64,M,ASIAN / PACIFIC ISLANDER,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-04-12,2,12,4
203314,163649731,04/10/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402501,F,K,90,0.0,45-64,M,BLACK,998415.0,196253.0,40.70534279100008,-73.94891194699994,2017-04-10,0,10,4
203429,163657036,04/10/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,90,0.0,25-44,M,WHITE,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-04-10,0,10,4
203489,163660714,04/10/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 120052H,F,K,90,0.0,<18,M,WHITE HISPANIC,995811.0,198639.0,40.711895583000064,-73.95829980399995,2017-04-10,0,10,4
203555,163661138,04/10/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 120052H,F,K,90,0.0,<18,M,WHITE HISPANIC,995811.0,198639.0,40.711895583000064,-73.95829980399995,2017-04-10,0,10,4
203740,163655765,04/10/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,K,90,0.0,45-64,M,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-04-10,0,10,4
203824,163657038,04/10/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,K,90,0.0,45-64,M,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-04-10,0,10,4
203848,163653024,04/10/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200502,F,K,94,0.0,25-44,M,BLACK,1001096.0,200371.0,40.71664102500005,-73.93923196999998,2017-04-10,0,10,4
203859,163660710,04/10/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 120052H,F,K,90,0.0,<18,M,WHITE HISPANIC,996208.0,198448.0,40.71137080600005,-73.95686812599996,2017-04-10,0,10,4
203915,163661141,04/10/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 120052H,F,K,90,0.0,<18,M,WHITE HISPANIC,995811.0,198639.0,40.711895583000064,-73.95829980399995,2017-04-10,0,10,4
204127,163621884,04/09/2017,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348.0,VEHICLE AND TRAFFIC LAWS,VTL05110E2,F,K,94,0.0,25-44,M,WHITE HISPANIC,1000138.0,199663.0,40.714699507000034,-73.94268948499997,2017-04-09,6,9,4
204692,163605661,04/08/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 215510D,F,K,90,2.0,25-44,M,BLACK,1000829.0,195754.0,40.703968961000044,-73.94020650199997,2017-04-08,5,8,4
204744,163588698,04/08/2017,507.0,"CONTROLLED SUBSTANCE, POSSESSION 5",117.0,DANGEROUS DRUGS,PL 2200603,F,K,90,0.0,25-44,M,WHITE,1002962.0,196325.0,40.705531968000045,-73.93251189599994,2017-04-08,5,8,4
205229,163608358,04/08/2017,507.0,"CONTROLLED SUBSTANCE, POSSESSION 5",117.0,DANGEROUS DRUGS,PL 2200603,F,K,90,0.0,25-44,M,WHITE HISPANIC,1000397.0,197569.0,40.70895150600006,-73.94176022999993,2017-04-08,5,8,4
205551,163572262,04/07/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 2155100,F,K,90,2.0,25-44,M,WHITE HISPANIC,1000351.0,194575.0,40.700733765000045,-73.94193330699994,2017-04-07,4,7,4
205696,163582747,04/07/2017,501.0,"CONTROLLED SUBSTANCE,POSSESS. 2",117.0,DANGEROUS DRUGS,PL 2201803,F,K,90,0.0,45-64,M,WHITE HISPANIC,996689.0,198146.0,40.710541224000046,-73.95513368499995,2017-04-07,4,7,4
205956,163569730,04/07/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553500,F,K,90,0.0,18-24,F,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-04-07,4,7,4
206297,163587630,04/07/2017,760.0,"BRIBERY,PUBLIC ADMINISTRATION",126.0,MISCELLANEOUS PENAL LAW,PL 2154002,F,K,90,2.0,18-24,M,BLACK,1000834.0,196032.0,40.70473199600008,-73.940187784,2017-04-07,4,7,4
206709,163534015,04/06/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553001,F,K,94,0.0,25-44,M,WHITE,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-04-06,3,6,4
206903,163534011,04/06/2017,808.0,TAX LAW,364.0,OTHER STATE LAWS (NON PENAL LA,TAX181400G,F,K,94,0.0,18-24,M,ASIAN / PACIFIC ISLANDER,996620.0,207764.0,40.73694040200007,-73.95536489299997,2017-04-06,3,6,4
207149,163534000,04/06/2017,808.0,TAX LAW,364.0,OTHER STATE LAWS (NON PENAL LAW),TAX181400A,F,K,94,0.0,18-24,M,UNKNOWN,1000805.0,200665.0,40.71744853400003,-73.94028098699994,2017-04-06,3,6,4
207235,163532227,04/06/2017,793.0,WEAPONS POSSESSION 3,118.0,DANGEROUS WEAPONS,PL 2650201,F,K,94,0.0,45-64,M,WHITE HISPANIC,1000834.0,200405.0,40.716734842000044,-73.94017701299998,2017-04-06,3,6,4
207341,163532232,04/06/2017,793.0,WEAPONS POSSESSION 3,118.0,DANGEROUS WEAPONS,PL 2650201,F,K,94,0.0,25-44,F,WHITE HISPANIC,1000834.0,200405.0,40.716734842000044,-73.94017701299998,2017-04-06,3,6,4
207659,163508725,04/05/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,45-64,M,WHITE HISPANIC,995681.0,198368.0,40.71115192100008,-73.95876918599998,2017-04-05,2,5,4
207761,163510785,04/05/2017,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113.0,FORGERY,PL 1702500,F,K,90,0.0,18-24,F,BLACK,996303.0,194230.0,40.699793260000035,-73.95653300399994,2017-04-05,2,5,4
207910,163508727,04/05/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,45-64,M,WHITE HISPANIC,996422.0,197588.0,40.70901001700002,-73.95609776899995,2017-04-05,2,5,4
207937,163515218,04/05/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,25-44,M,BLACK,999931.0,197510.0,40.70879040300008,-73.94344119899995,2017-04-05,2,5,4
208182,163487651,04/05/2017,793.0,WEAPONS POSSESSION 3,118.0,DANGEROUS WEAPONS,PL 2650203,F,K,90,0.0,25-44,M,BLACK,999983.0,195658.0,40.70370700800004,-73.94325796599996,2017-04-05,2,5,4
208233,163474628,04/05/2017,117.0,RECKLESS ENDANGERMENT 1,126.0,MISCELLANEOUS PENAL LAW,PL 1202500,F,K,90,0.0,<18,M,BLACK,995041.0,194789.0,40.70132921200008,-73.96108343699996,2017-04-05,2,5,4
208263,163487653,04/05/2017,793.0,WEAPONS POSSESSION 3,118.0,DANGEROUS WEAPONS,PL 2650203,F,K,90,0.0,25-44,F,WHITE HISPANIC,999983.0,195658.0,40.70370700800004,-73.94325796599996,2017-04-05,2,5,4
208965,163451398,04/04/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1201001,F,K,90,0.0,25-44,M,WHITE,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-04-04,1,4,4
209402,163469680,04/04/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,94,0.0,25-44,M,WHITE,999473.0,201153.0,40.71879036900003,-73.94508493499995,2017-04-04,1,4,4
210033,163422703,04/03/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402501,F,K,90,0.0,45-64,M,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-04-03,0,3,4
210047,163424550,04/03/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,94,0.0,65+,M,WHITE,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-04-03,0,3,4
210197,163432114,04/03/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 2155100,F,K,90,0.0,25-44,F,BLACK,1000702.0,196534.0,40.706110114000076,-73.94066264299995,2017-04-03,0,3,4
210304,163396389,04/02/2017,507.0,"CONTROLLED SUBSTANCE, POSSESSION 5",117.0,DANGEROUS DRUGS,PL 2200602,F,K,90,0.0,25-44,M,WHITE,1001998.0,197770.0,40.70950013700008,-73.93598499599993,2017-04-02,6,2,4
210369,163396385,04/02/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,25-44,M,BLACK HISPANIC,996921.0,198108.0,40.710436594000036,-73.95429692699997,2017-04-02,6,2,4
210926,163381676,04/01/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200502,F,K,90,0.0,45-64,M,BLACK HISPANIC,997535.0,197479.0,40.70870923700004,-73.95208345999998,2017-04-01,5,1,4
211380,163360897,04/01/2017,106.0,"ASSAULT 2,1,PEACE OFFICER",106.0,FELONY ASSAULT,PL 1200800,F,K,94,0.0,25-44,M,WHITE,1001366.0,200586.0,40.717230631000064,-73.93825743899998,2017-04-01,5,1,4
211428,163377175,04/01/2017,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450500,F,K,90,0.0,45-64,M,WHITE,1001723.0,195007.0,40.70191690200004,-73.93698407999993,2017-04-01,5,1,4
211655,163342138,03/31/2017,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,90,0.0,25-44,F,ASIAN / PACIFIC ISLANDER,998915.0,198167.0,40.71059545500003,-73.94710440799997,2017-03-31,4,31,3
212138,163355053,03/31/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553004,F,K,90,0.0,25-44,M,BLACK,997973.0,199434.0,40.714074580000045,-73.95049964199995,2017-03-31,4,31,3
212288,163340614,03/31/2017,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,90,0.0,25-44,F,WHITE,998915.0,198167.0,40.71059545500003,-73.94710440799997,2017-03-31,4,31,3
212556,163328119,03/30/2017,501.0,"CONTROLLED SUBSTANCE,POSSESS. 2",117.0,DANGEROUS DRUGS,PL 2201801,F,K,94,0.0,25-44,M,WHITE HISPANIC,994547.0,200962.0,40.71827322400002,-73.96285561999997,2017-03-30,3,30,3
212715,163319528,03/30/2017,793.0,WEAPONS POSSESSION 3,118.0,DANGEROUS WEAPONS,PL 265025B,F,K,90,0.0,18-24,M,WHITE HISPANIC,1000565.0,196256.0,40.70534732300007,-73.94115744599996,2017-03-30,3,30,3
212748,163310075,03/30/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 2155100,F,K,90,2.0,18-24,F,BLACK,994403.0,196048.0,40.70478562700004,-73.96338250199994,2017-03-30,3,30,3
213092,163328121,03/30/2017,501.0,"CONTROLLED SUBSTANCE,POSSESS. 2",117.0,DANGEROUS DRUGS,PL 2201801,F,K,94,0.0,25-44,F,WHITE,994547.0,200962.0,40.71827322400002,-73.96285561999997,2017-03-30,3,30,3
213225,163301398,03/30/2017,793.0,WEAPONS POSSESSION 3,118.0,DANGEROUS WEAPONS,PL 2650201,F,K,90,2.0,45-64,M,BLACK,1001375.0,195485.0,40.703229580000034,-73.93823794699995,2017-03-30,3,30,3
213284,163283944,03/29/2017,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113.0,FORGERY,PL 1702500,F,K,90,0.0,18-24,M,BLACK,998111.0,198340.0,40.71107159500008,-73.95000409899995,2017-03-29,2,29,3
213641,163283943,03/29/2017,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113.0,FORGERY,PL 1702500,F,K,90,0.0,25-44,F,BLACK,998111.0,198340.0,40.71107159500008,-73.95000409899995,2017-03-29,2,29,3
213666,163266173,03/29/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 215510D,F,K,90,0.0,25-44,M,BLACK,993712.0,197422.0,40.70855769900004,-73.96587280899995,2017-03-29,2,29,3
214310,163234306,03/28/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1201001,F,K,90,0.0,25-44,M,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-03-28,1,28,3
214382,163243328,03/28/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402501,F,K,90,0.0,45-64,M,WHITE HISPANIC,997405.0,198152.0,40.71055665700004,-73.95255104499995,2017-03-28,1,28,3
214615,163243316,03/28/2017,105.0,STRANGULATION 1ST,106.0,FELONY ASSAULT,PL 1211200,F,K,94,0.0,18-24,M,BLACK HISPANIC,998136.0,200628.0,40.71735156900007,-73.94990920399994,2017-03-28,1,28,3
214697,163229649,03/28/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,K,94,0.0,18-24,M,WHITE HISPANIC,996354.0,202004.0,40.72113097500005,-73.95633510099998,2017-03-28,1,28,3
214815,163245244,03/28/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,45-64,F,WHITE HISPANIC,1000400.0,195709.0,40.703846240000075,-73.94175386999996,2017-03-28,1,28,3
214843,163245256,03/28/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,45-64,M,WHITE HISPANIC,1000400.0,195709.0,40.703846240000075,-73.94175386999996,2017-03-28,1,28,3
215184,163198436,03/27/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 160102A,F,K,90,0.0,25-44,M,WHITE HISPANIC,998077.0,198608.0,40.711807244000056,-73.95012618899995,2017-03-27,0,27,3
215393,163198438,03/27/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,K,90,0.0,45-64,M,WHITE HISPANIC,1000430.0,197309.0,40.70823780800004,-73.94164182499998,2017-03-27,0,27,3
215399,163204998,03/27/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1600500,F,K,94,0.0,45-64,M,BLACK,997496.0,203879.0,40.72627576100007,-73.95221153699998,2017-03-27,0,27,3
